"","Group.1","Group.2","Group.3","Group.4","x"
"1",0,"AK",1,2010,0.85445205479452
"2",1,"AK",1,2010,0.145547945205479
"3",0,"AL",1,2010,0.706211362967324
"4",1,"AL",1,2010,0.293788637032676
"5",0,"AR",1,2010,0.724379811804961
"6",1,"AR",1,2010,0.275620188195038
"7",0,"AZ",1,2010,0.767272488681845
"8",1,"AZ",1,2010,0.232727511318155
"9",0,"CA",1,2010,0.866747201224763
"10",1,"CA",1,2010,0.133252798775237
"11",0,"CO",1,2010,0.708433193529059
"12",1,"CO",1,2010,0.291566806470941
"13",0,"CT",1,2010,0.832043842682141
"14",1,"CT",1,2010,0.167956157317859
"15",0,"DC",1,2010,0.839002267573696
"16",1,"DC",1,2010,0.160997732426304
"17",0,"DE",1,2010,0.937428896473265
"18",1,"DE",1,2010,0.0625711035267349
"19",0,"FL",1,2010,0.755529901667732
"20",1,"FL",1,2010,0.244325795213259
"21",0,"GA",1,2010,0.803120270112935
"22",1,"GA",1,2010,0.196879729887065
"23",0,"GU",1,2010,0
"24",0,"HI",1,2010,0.930612244897959
"25",1,"HI",1,2010,0.0693877551020408
"26",0,"IA",1,2010,0.852140077821012
"27",1,"IA",1,2010,0.147859922178988
"28",0,"ID",1,2010,0.902374670184697
"29",1,"ID",1,2010,0.0976253298153034
"30",0,"IL",1,2010,0.861083160698431
"31",1,"IL",1,2010,0.138916839301569
"32",0,"IN",1,2010,0.852285714285714
"33",1,"IN",1,2010,0.147714285714286
"34",0,"KS",1,2010,0.919463087248322
"35",1,"KS",1,2010,0.0805369127516778
"36",0,"KY",1,2010,0.570736493530386
"37",1,"KY",1,2010,0.429263506469614
"38",0,"LA",1,2010,0.846009885311195
"39",1,"LA",1,2010,0.153990114688805
"40",0,"MA",1,2010,0.75282430853136
"41",1,"MA",1,2010,0.24717569146864
"42",0,"MD",1,2010,0.940877598152425
"43",1,"MD",1,2010,0.0591224018475751
"44",0,"ME",1,2010,0.675675675675676
"45",1,"ME",1,2010,0.324324324324324
"46",0,"MI",1,2010,0.908126764982742
"47",1,"MI",1,2010,0.0918732350172576
"48",0,"MN",1,2010,0.866046623988404
"49",1,"MN",1,2010,0.133953376011596
"50",0,"MO",1,2010,0.854117647058824
"51",1,"MO",1,2010,0.145882352941176
"52",0,"MP",1,2010,1
"53",1,"MP",1,2010,0
"54",0,"MS",1,2010,0.857142857142857
"55",1,"MS",1,2010,0.142857142857143
"56",0,"MT",1,2010,0.986394557823129
"57",1,"MT",1,2010,0.0136054421768707
"58",0,"NC",1,2010,0.758873841767641
"59",1,"NC",1,2010,0.240912330719886
"60",0,"ND",1,2010,0.967625899280576
"61",1,"ND",1,2010,0.0323741007194245
"62",0,"NE",1,2010,0.72778297474275
"63",1,"NE",1,2010,0.27221702525725
"64",0,"NH",1,2010,0.928270042194093
"65",1,"NH",1,2010,0.0717299578059072
"66",0,"NJ",1,2010,0.873446132596685
"67",1,"NJ",1,2010,0.126553867403315
"68",0,"NM",1,2010,0.689415610952186
"69",1,"NM",1,2010,0.310584389047814
"70",0,"NV",1,2010,0.991399272246113
"71",1,"NV",1,2010,0.00860072775388687
"72",0,"NY",1,2010,0.947272727272727
"73",1,"NY",1,2010,0.0527272727272727
"74",0,"OH",1,2010,0.752390562683196
"75",1,"OH",1,2010,0.247609437316804
"76",0,"OK",1,2010,0.786629526462395
"77",1,"OK",1,2010,0.213370473537604
"78",0,"OR",1,2010,0.872141372141372
"79",1,"OR",1,2010,0.127858627858628
"80",0,"PA",1,2010,0.918921161825726
"81",1,"PA",1,2010,0.0810788381742739
"82",0,"PR",1,2010,0.906534325889165
"83",1,"PR",1,2010,0.0934656741108354
"84",0,"RI",1,2010,0.928012519561815
"85",1,"RI",1,2010,0.0719874804381847
"86",0,"SC",1,2010,0.653818700927909
"87",1,"SC",1,2010,0.345610278372591
"88",0,"SD",1,2010,0.334239130434783
"89",1,"SD",1,2010,0.665760869565217
"90",0,"TN",1,2010,0.810758082497213
"91",1,"TN",1,2010,0.189241917502787
"92",0,"TX",1,2010,0.807748908961738
"93",1,"TX",1,2010,0.192251091038262
"94",0,"UT",1,2010,0.943679342240493
"95",1,"UT",1,2010,0.0563206577595067
"96",0,"VA",1,2010,0.973195606694561
"97",1,"VA",1,2010,0.0268043933054393
"98",0,"VT",1,2010,0.627906976744186
"99",1,"VT",1,2010,0.372093023255814
"100",0,"WA",1,2010,0.847423684780255
"101",1,"WA",1,2010,0.152576315219745
"102",0,"WI",1,2010,0.848046754844663
"103",1,"WI",1,2010,0.151953245155337
"104",0,"WV",1,2010,0.899034240561896
"105",1,"WV",1,2010,0.0974539069359087
"106",0,"WY",1,2010,0.587378640776699
"107",1,"WY",1,2010,0.412621359223301
"108",0,"AK",2,2010,0.878522837706511
"109",1,"AK",2,2010,0.121477162293489
"110",0,"AL",2,2010,0.713656387665198
"111",1,"AL",2,2010,0.286343612334802
"112",0,"AR",2,2010,0.646356897486892
"113",1,"AR",2,2010,0.353643102513108
"114",0,"AS",2,2010,0.846153846153846
"115",1,"AS",2,2010,0.153846153846154
"116",0,"AZ",2,2010,0.791551163070989
"117",1,"AZ",2,2010,0.20844883692901
"118",0,"CA",2,2010,0.788980988906759
"119",1,"CA",2,2010,0.211019011093241
"120",0,"CO",2,2010,0.73180766263821
"121",1,"CO",2,2010,0.26819233736179
"122",0,"CT",2,2010,0.741621264652468
"123",1,"CT",2,2010,0.258378735347532
"124",0,"DC",2,2010,0.240932642487047
"125",1,"DC",2,2010,0.759067357512953
"126",0,"DE",2,2010,0.77061310782241
"127",1,"DE",2,2010,0.22938689217759
"128",0,"FL",2,2010,0.71923029632362
"129",1,"FL",2,2010,0.28076970367638
"130",0,"FM",2,2010,0.787234042553192
"131",1,"FM",2,2010,0.212765957446809
"132",0,"GA",2,2010,0.878522336769759
"133",1,"GA",2,2010,0.121477663230241
"134",0,"GU",2,2010,0.518518518518518
"135",1,"GU",2,2010,0.481481481481481
"136",0,"HI",2,2010,0.732704402515723
"137",1,"HI",2,2010,0.267295597484277
"138",0,"IA",2,2010,0.506241699867198
"139",1,"IA",2,2010,0.493758300132802
"140",0,"ID",2,2010,0.709437963944857
"141",1,"ID",2,2010,0.290562036055143
"142",0,"IL",2,2010,0.756336763588646
"143",1,"IL",2,2010,0.243663236411354
"144",0,"IN",2,2010,0.67583006069261
"145",1,"IN",2,2010,0.32416993930739
"146",0,"KS",2,2010,0.678215311813419
"147",1,"KS",2,2010,0.321784688186581
"148",0,"KY",2,2010,0.575238095238095
"149",1,"KY",2,2010,0.424761904761905
"150",0,"LA",2,2010,0.65214969926487
"151",1,"LA",2,2010,0.34785030073513
"152",0,"MA",2,2010,0.851780415430267
"153",1,"MA",2,2010,0.148219584569733
"154",0,"MD",2,2010,0.7559003135831
"155",1,"MD",2,2010,0.2440996864169
"156",0,"ME",2,2010,0.880471380471381
"157",1,"ME",2,2010,0.11952861952862
"158",0,"MH",2,2010,1
"159",0,"MI",2,2010,0.69624765478424
"160",1,"MI",2,2010,0.30375234521576
"161",0,"MN",2,2010,0.669963124371438
"162",1,"MN",2,2010,0.330036875628562
"163",0,"MO",2,2010,0.683881617733758
"164",1,"MO",2,2010,0.316118382266242
"165",0,"MP",2,2010,0
"166",1,"MP",2,2010,0
"167",0,"MS",2,2010,0.660274756725816
"168",1,"MS",2,2010,0.339725243274184
"169",0,"MT",2,2010,0.736263736263736
"170",1,"MT",2,2010,0.263736263736264
"171",0,"NC",2,2010,0.773953624033834
"172",1,"NC",2,2010,0.226046375966166
"173",0,"ND",2,2010,0.438811188811189
"174",1,"ND",2,2010,0.561188811188811
"175",0,"NE",2,2010,0.641921397379913
"176",1,"NE",2,2010,0.358078602620087
"177",0,"NH",2,2010,0.868392664509169
"178",1,"NH",2,2010,0.131607335490831
"179",0,"NJ",2,2010,0.734566862910008
"180",1,"NJ",2,2010,0.265433137089992
"181",0,"NM",2,2010,0.831610044313146
"182",1,"NM",2,2010,0.168389955686854
"183",0,"NV",2,2010,0.817589576547231
"184",1,"NV",2,2010,0.182410423452769
"185",0,"NY",2,2010,0.735403033531172
"186",1,"NY",2,2010,0.264596966468828
"187",0,"OH",2,2010,0.548241912798875
"188",1,"OH",2,2010,0.451758087201125
"189",0,"OK",2,2010,0.686348122866894
"190",1,"OK",2,2010,0.312286689419795
"191",0,"OR",2,2010,0.811528150134048
"192",1,"OR",2,2010,0.188471849865952
"193",0,"PA",2,2010,0.751138689022378
"194",1,"PA",2,2010,0.248861310977622
"195",0,"PR",2,2010,0.700255754475703
"196",1,"PR",2,2010,0.299744245524297
"197",0,"RI",2,2010,0.835164835164835
"198",1,"RI",2,2010,0.164835164835165
"199",0,"SC",2,2010,0.714957264957265
"200",1,"SC",2,2010,0.285042735042735
"201",0,"SD",2,2010,0.548442906574394
"202",1,"SD",2,2010,0.451557093425606
"203",0,"TN",2,2010,0.671058508262617
"204",1,"TN",2,2010,0.328941491737383
"205",0,"TX",2,2010,0.716695737490461
"206",1,"TX",2,2010,0.283304262509539
"207",0,"UT",2,2010,0.724080267558528
"208",1,"UT",2,2010,0.275919732441472
"209",0,"VA",2,2010,0.72831648571072
"210",1,"VA",2,2010,0.27168351428928
"211",0,"VT",2,2010,0.560301507537688
"212",1,"VT",2,2010,0.439698492462312
"213",0,"WA",2,2010,0.688526853513737
"214",1,"WA",2,2010,0.311473146486263
"215",0,"WI",2,2010,0.663078406169666
"216",1,"WI",2,2010,0.336921593830334
"217",0,"WV",2,2010,0.632761679479598
"218",1,"WV",2,2010,0.367238320520402
"219",0,"WY",2,2010,0.514920194309507
"220",1,"WY",2,2010,0.485079805690493
"221",0,"AK",3,2010,0.690295358649789
"222",1,"AK",3,2010,0.309704641350211
"223",0,"AL",3,2010,0.683323814962878
"224",1,"AL",3,2010,0.29415334094803
"225",0,"AR",3,2010,0.771817676486937
"226",1,"AR",3,2010,0.228182323513063
"227",0,"AS",3,2010,0.916666666666667
"228",1,"AS",3,2010,0.0833333333333333
"229",0,"AZ",3,2010,0.820801082436278
"230",1,"AZ",3,2010,0.178601985793024
"231",0,"CA",3,2010,0.816352115021106
"232",1,"CA",3,2010,0.183647884978894
"233",0,"CO",3,2010,0.79762231995602
"234",1,"CO",3,2010,0.20237768004398
"235",0,"CT",3,2010,0.789426036574326
"236",1,"CT",3,2010,0.210573963425674
"237",0,"DC",3,2010,0.523489932885906
"238",1,"DC",3,2010,0.476510067114094
"239",0,"DE",3,2010,0.630472854640981
"240",1,"DE",3,2010,0.369527145359019
"241",0,"FL",3,2010,0.845161452570164
"242",1,"FL",3,2010,0.154838547429836
"243",0,"FM",3,2010,0.788288288288288
"244",1,"FM",3,2010,0.211711711711712
"245",0,"GA",3,2010,0.743578274760383
"246",1,"GA",3,2010,0.256421725239617
"247",0,"GU",3,2010,0.864864864864865
"248",1,"GU",3,2010,0.135135135135135
"249",0,"HI",3,2010,0.799343087488803
"250",1,"HI",3,2010,0.200656912511197
"251",0,"IA",3,2010,0.776683708893518
"252",1,"IA",3,2010,0.223316291106482
"253",0,"ID",3,2010,0.686338797814208
"254",1,"ID",3,2010,0.313661202185792
"255",0,"IL",3,2010,0.811990595611285
"256",1,"IL",3,2010,0.188009404388715
"257",0,"IN",3,2010,0.644433515706645
"258",1,"IN",3,2010,0.355566484293355
"259",0,"KS",3,2010,0.71806742640076
"260",1,"KS",3,2010,0.28193257359924
"261",0,"KY",3,2010,0.706829350957465
"262",1,"KY",3,2010,0.293170649042535
"263",0,"LA",3,2010,0.542127659574468
"264",1,"LA",3,2010,0.457872340425532
"265",0,"MA",3,2010,0.695333869670153
"266",1,"MA",3,2010,0.304666130329847
"267",0,"MD",3,2010,0.752249357326478
"268",1,"MD",3,2010,0.247750642673522
"269",0,"ME",3,2010,0.671800513384672
"270",1,"ME",3,2010,0.328199486615328
"271",0,"MH",3,2010,0.73469387755102
"272",1,"MH",3,2010,0.26530612244898
"273",0,"MI",3,2010,0.718709501398268
"274",1,"MI",3,2010,0.281290498601732
"275",0,"MN",3,2010,0.691385244138524
"276",1,"MN",3,2010,0.308614755861476
"277",0,"MO",3,2010,0.741759940634469
"278",1,"MO",3,2010,0.258240059365531
"279",0,"MP",3,2010,0.916666666666667
"280",1,"MP",3,2010,0.0833333333333333
"281",0,"MS",3,2010,0.702041230831725
"282",1,"MS",3,2010,0.297958769168275
"283",0,"MT",3,2010,0.653538812785388
"284",1,"MT",3,2010,0.346461187214612
"285",0,"NC",3,2010,0.723746782426596
"286",1,"NC",3,2010,0.276253217573404
"287",0,"ND",3,2010,0.617164493058477
"288",1,"ND",3,2010,0.382835506941523
"289",0,"NE",3,2010,0.653023447141094
"290",1,"NE",3,2010,0.346976552858906
"291",0,"NH",3,2010,0.666102268879106
"292",1,"NH",3,2010,0.333897731120894
"293",0,"NJ",3,2010,0.798539541146616
"294",1,"NJ",3,2010,0.201460458853384
"295",0,"NM",3,2010,0.71540033438603
"296",1,"NM",3,2010,0.28459966561397
"297",0,"NV",3,2010,0.73992133726647
"298",1,"NV",3,2010,0.26007866273353
"299",0,"NY",3,2010,0.775294193924855
"300",1,"NY",3,2010,0.224705806075145
"301",0,"OH",3,2010,0.63111601618675
"302",1,"OH",3,2010,0.36888398381325
"303",0,"OK",3,2010,0.665306538814649
"304",1,"OK",3,2010,0.334693461185351
"305",0,"OR",3,2010,0.781328663675167
"306",1,"OR",3,2010,0.218671336324833
"307",0,"PA",3,2010,0.678638872748402
"308",1,"PA",3,2010,0.321361127251598
"309",0,"PR",3,2010,0.374393007445775
"310",1,"PR",3,2010,0.625606992554225
"311",0,"PW",3,2010,0.608695652173913
"312",1,"PW",3,2010,0.391304347826087
